ID	SCORE
ENSG00000000003	0.7943576574325562
ENSG00000000005	-1.1648005247116089
ENSG00000000419	1.2416565418243408
ENSG00000000457	0.7464784979820251
ENSG00000000460	0.7038018703460693
ENSG00000000938	0.4899381995201111
ENSG00000000971	-0.9860305190086365
ENSG00000001036	0.38370758295059204
ENSG00000001084	0.8671281337738037
ENSG00000001167	0.8789838552474976
ENSG00000001460	0.7016045451164246
ENSG00000001461	0.40048718452453613
ENSG00000001497	0.8355593085289001
ENSG00000001561	0.28265082836151123
ENSG00000001617	0.635615348815918
ENSG00000001626	-0.2096451371908188
ENSG00000001629	0.7457025051116943
ENSG00000001630	0.8680331707000732
ENSG00000001631	0.643614649772644
ENSG00000002016	0.7793282866477966
ENSG00000002330	0.48005884885787964
ENSG00000002549	1.1342633962631226
ENSG00000002586	0.9933511018753052
ENSG00000002587	0.08628411591053009
ENSG00000002726	-0.8398325443267822
ENSG00000002745	-1.0527292490005493
ENSG00000002746	0.13988162577152252
ENSG00000002822	0.9234070181846619
ENSG00000002834	0.8556503057479858
ENSG00000002919	0.8644312024116516
ENSG00000002933	0.015448510646820068
ENSG00000003056	0.7697614431381226
ENSG00000003096	0.3595062494277954
ENSG00000003137	-0.1129852682352066
ENSG00000003147	0.7827184200286865
ENSG00000003249	0.42848992347717285
ENSG00000003393	0.7355051636695862
ENSG00000003400	-0.5981587767601013
ENSG00000003402	0.9907742142677307
ENSG00000003436	-0.39636045694351196
ENSG00000003509	0.9092220664024353
ENSG00000003756	0.9370800852775574
ENSG00000003987	-0.027301311492919922
ENSG00000003989	0.6868308782577515
ENSG00000004059	0.7410963177680969
ENSG00000004139	0.6416699290275574
ENSG00000004399	0.7369553446769714
ENSG00000004455	0.7853731513023376
ENSG00000004468	-0.8348233103752136
ENSG00000004478	0.821918249130249
ENSG00000004487	1.2442299127578735
ENSG00000004534	1.1031361818313599
ENSG00000004660	0.8109614849090576
ENSG00000004700	0.8686977624893188
ENSG00000004766	0.43714088201522827
ENSG00000004776	0.4972633123397827
ENSG00000004777	0.6912943124771118
ENSG00000004779	0.716637372970581
ENSG00000004799	-0.2110775262117386
ENSG00000004809	0.5735517740249634
ENSG00000004838	-0.010215327143669128
ENSG00000004846	-1.1685487031936646
ENSG00000004848	-0.32047033309936523
ENSG00000004864	0.6340675950050354
ENSG00000004866	0.6725849509239197
ENSG00000004897	1.2286759614944458
ENSG00000004939	-0.9139688014984131
ENSG00000004948	-0.4313744306564331
ENSG00000004961	0.727779746055603
ENSG00000004975	0.23692679405212402
ENSG00000005001	-1.0357744693756104
ENSG00000005007	1.0825599431991577
ENSG00000005020	0.778557538986206
ENSG00000005022	0.5557519793510437
ENSG00000005059	0.6605177521705627
ENSG00000005073	-0.41641873121261597
ENSG00000005075	0.9395048022270203
ENSG00000005100	0.7143279314041138
ENSG00000005102	-0.8884883522987366
ENSG00000005108	-0.4386025667190552
ENSG00000005156	0.9211750626564026
ENSG00000005175	0.6794143319129944
ENSG00000005187	-0.7757160663604736
ENSG00000005189	0.8584116697311401
ENSG00000005194	0.6646059155464172
ENSG00000005206	1.037891149520874
ENSG00000005238	0.6567545533180237
ENSG00000005243	0.6827806830406189
ENSG00000005249	0.5418268442153931
ENSG00000005302	0.8143904805183411
ENSG00000005339	0.9874879717826843
ENSG00000005379	-0.9583033919334412
ENSG00000005381	-1.0584380626678467
ENSG00000005421	0.53267902135849
ENSG00000005436	0.9136563539505005
ENSG00000005448	0.4876449704170227
ENSG00000005469	0.40817028284072876
ENSG00000005471	0.44085317850112915
ENSG00000005483	1.028684377670288
ENSG00000005486	0.925714910030365
ENSG00000005513	0.5288968682289124
ENSG00000005700	0.8545222282409668
ENSG00000005801	0.5135654211044312
ENSG00000005810	0.8602135181427002
ENSG00000005812	0.6014173626899719
ENSG00000005844	-0.6560362577438354
ENSG00000005882	0.8508167862892151
ENSG00000005884	0.9917564392089844
ENSG00000005889	1.3095877170562744
ENSG00000005893	0.6936399936676025
ENSG00000005961	-0.9526645541191101
ENSG00000005981	-0.9763074517250061
ENSG00000006007	0.6173684000968933
ENSG00000006015	0.7796515822410583
ENSG00000006016	0.8047969937324524
ENSG00000006025	-0.7620996236801147
ENSG00000006042	0.3140455484390259
ENSG00000006047	1.0824617147445679
ENSG00000006059	-1.1202991008758545
ENSG00000006062	1.0155630111694336
ENSG00000006071	-0.16859132051467896
ENSG00000006116	-0.7126966118812561
ENSG00000006118	0.41763752698898315
ENSG00000006125	0.8792356252670288
ENSG00000006128	-0.1730954796075821
ENSG00000006194	0.9536582827568054
ENSG00000006210	-0.6171080470085144
ENSG00000006282	-0.03385511040687561
ENSG00000006283	0.9004255533218384
ENSG00000006327	0.8970695734024048
ENSG00000006377	-0.5645353198051453
ENSG00000006432	0.7744037508964539
ENSG00000006451	0.6448686122894287
ENSG00000006453	0.9341487288475037
ENSG00000006459	1.0254878997802734
ENSG00000006468	0.031216904520988464
ENSG00000006530	0.5743651986122131
ENSG00000006555	-0.5931331515312195
ENSG00000006576	0.9839504957199097
ENSG00000006606	-0.9858012795448303
ENSG00000006607	0.6843087673187256
ENSG00000006611	-0.2752504348754883
ENSG00000006625	0.5591659545898438
ENSG00000006634	1.0502116680145264
ENSG00000006638	-0.3752281069755554
ENSG00000006652	0.7446777820587158
ENSG00000006659	-1.1757444143295288
ENSG00000006695	0.5762115120887756
ENSG00000006704	0.8116267919540405
ENSG00000006712	0.9138801097869873
ENSG00000006715	0.5314023494720459
ENSG00000006740	0.7387894988059998
ENSG00000006744	1.001119613647461
ENSG00000006747	-0.0585048645734787
ENSG00000006756	0.2684592604637146
ENSG00000006757	0.8471488952636719
ENSG00000006788	-1.1210488080978394
ENSG00000006831	1.1398406028747559
ENSG00000006837	0.170876145362854
ENSG00000007001	-0.4105927348136902
ENSG00000007038	0.4162319302558899
ENSG00000007047	0.6576177477836609
ENSG00000007062	0.2681501507759094
ENSG00000007080	0.7915107011795044
ENSG00000007129	-0.893147885799408
ENSG00000007168	1.1039528846740723
ENSG00000007171	-0.9946245551109314
ENSG00000007174	0.3995814323425293
ENSG00000007202	1.0090010166168213
ENSG00000007216	-1.104613184928894
ENSG00000007237	-0.8936061263084412
ENSG00000007255	0.7194832563400269
ENSG00000007264	0.5829138159751892
ENSG00000007306	-1.3121943473815918
ENSG00000007312	-0.638154923915863
ENSG00000007314	-0.8143921494483948
ENSG00000007341	1.0988271236419678
ENSG00000007350	0.0726717859506607
ENSG00000007372	-0.3552314043045044
ENSG00000007376	0.8356686234474182
ENSG00000007384	0.6688939332962036
ENSG00000007392	0.9031135439872742
ENSG00000007402	0.3934807777404785
ENSG00000007516	0.5226536393165588
ENSG00000007520	1.1213064193725586
ENSG00000007541	0.8406166434288025
ENSG00000007545	1.244079828262329
ENSG00000007866	0.9781054258346558
ENSG00000007908	-1.013753890991211
ENSG00000007923	0.8731468915939331
ENSG00000007933	-1.0853520631790161
ENSG00000007944	0.733363151550293
ENSG00000007952	-1.0484915971755981
ENSG00000007968	0.8488766551017761
ENSG00000008018	1.030210018157959
ENSG00000008056	-0.14024147391319275
ENSG00000008083	0.7916525602340698
ENSG00000008086	0.995948076248169
ENSG00000008118	-1.0721524953842163
ENSG00000008128	1.0474330186843872
ENSG00000008130	0.9247557520866394
ENSG00000008196	-0.5974395871162415
ENSG00000008197	-0.7103462815284729
ENSG00000008226	0.32031548023223877
ENSG00000008256	1.1615430116653442
ENSG00000008277	0.5165216326713562
ENSG00000008282	0.875436544418335
ENSG00000008283	0.8649862408638
ENSG00000008294	1.2863317728042603
ENSG00000008300	0.47437846660614014
ENSG00000008311	0.9030699729919434
ENSG00000008323	-0.2080158144235611
ENSG00000008324	0.8585150241851807
ENSG00000008382	0.9738783240318298
ENSG00000008394	-0.5504328012466431
ENSG00000008405	1.103973627090454
ENSG00000008438	-0.5749251246452332
ENSG00000008441	0.8980033993721008
ENSG00000008513	0.8222498893737793
ENSG00000008516	0.7108598351478577
ENSG00000008517	-0.5742993354797363
ENSG00000008710	0.915296196937561
ENSG00000008735	0.5710572004318237
ENSG00000008838	0.5431544184684753
ENSG00000008853	0.9724905490875244
ENSG00000008869	0.8188807964324951
ENSG00000008952	0.7994953393936157
ENSG00000009307	0.7231154441833496
ENSG00000009335	1.0318418741226196
ENSG00000009413	0.8713838458061218
ENSG00000009694	-1.498653531074524
ENSG00000009709	0.39455461502075195
ENSG00000009724	-0.8000675439834595
ENSG00000009765	-1.1296106576919556
ENSG00000009780	0.8109986186027527
ENSG00000009790	-0.9207865595817566
ENSG00000009830	0.8513524532318115
ENSG00000009844	0.6682026982307434
ENSG00000009950	0.5205092430114746
ENSG00000009954	1.209893822669983
ENSG00000010017	0.9833871126174927
ENSG00000010030	0.16171349585056305
ENSG00000010072	0.7216160893440247
ENSG00000010165	0.7451251745223999
ENSG00000010219	-0.6767786145210266
ENSG00000010244	1.454349398612976
ENSG00000010256	1.1088494062423706
ENSG00000010270	0.4572632312774658
ENSG00000010278	0.7682099342346191
ENSG00000010282	-1.2269154787063599
ENSG00000010292	0.7998840808868408
ENSG00000010295	0.7125589847564697
ENSG00000010310	-0.23884890973567963
ENSG00000010318	0.8631346225738525
ENSG00000010319	0.09657298028469086
